KCNA1	0.126347699313082	0.000741828093462608
SYNE1	0.56815054864867	0.145134306765082
BAZ2B	0.0145837325428159	0.30371547986564
DNAH5	0.447127483783144	0.0450325532481207
RYR3	0.316835098949241	0.042076278033163
SPTA1	0.0747320077682129	0.450025136693643
CDH11	0.194893580116706	0.0022254080201586
TENM4	0.277812615750881	0.0417887332194084
WBSCR17	0.146152267213279	0.00721075464415063
ZNF43	0.23673767397756	0.00541982631910665
NBEA	0.162308620582754	0
HCN1	0.0141662017430245	0.164055577792077
FAT4	0.245846132109443	0.0022254080201586
LAMA1	0.225180388737643	0.0446267765376001
CTNND1	0	0.156607287507129
DCDC1	0.337252527557759	0.0559328365794152
LRP2	0	0.499562640047944
DYNC2H1	0.0175523217156289	0.204126159357338
EPHA7	0.185165973771209	0.00541982631910665
ERBB2	0	0.190860687533829
PABPC5	0.161440653170488	0.0157035015097416
PKHD1L1	0.00457769228265595	0.243867413154551
DNAH3	0	0.220109644144686
KCNQ3	0.143900021028711	2.27230522873821e-07
MDGA2	0.293214704852947	0.00498549811100728
SLC17A6	0.145587871238991	0.00687663478642127
CCDC85A	0.16294196022963	0.0024929384142727
PDZD2	0	0.162826007645918
COL5A1	0.121673704828388	7.57435076246069e-08
HYDIN	0.135839906571413	3.02974030498428e-07
ABCC9	0.19005323109346	2.27230522873821e-07
HUWE1	0.174910989076151	0.000846599490408795
KMT2C	0.168785947466416	1.51487015249214e-07
FRY	0.155992187988952	0.00319472127297855
ADRM1	0.143888331454859	0
ZNF536	0.20750411173509	0.0241831140216172
